지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),적설(cm)
284,거창,2021-12-06 23:00,4,,.3,0,91,,
284,거창,2021-12-07 00:00,3.1,,1.1,250,89,,
284,거창,2021-12-07 01:00,3.2,,.7,320,93,,
284,거창,2021-12-07 02:00,2.4,,.7,340,94,,
284,거창,2021-12-07 03:00,2,,.9,70,96,,
284,거창,2021-12-07 04:00,1.3,,.5,320,98,,
284,거창,2021-12-07 05:00,.2,,.4,0,99,,
284,거창,2021-12-07 06:00,-.8,,.8,320,99,,
284,거창,2021-12-07 07:00,-1.5,,.2,0,99,,
284,거창,2021-12-07 08:00,-2.5,,.5,290,99,0,
284,거창,2021-12-07 09:00,.4,,.5,320,97,1,
284,거창,2021-12-07 10:00,3.4,,.4,0,78,1,
284,거창,2021-12-07 11:00,8.3,,.5,140,63,1,
284,거창,2021-12-07 12:00,11.5,,.7,110,46,1,
284,거창,2021-12-07 13:00,13.1,,.8,20,41,1,
284,거창,2021-12-07 14:00,13.7,,3.3,340,30,1,
284,거창,2021-12-07 15:00,13.7,,3.2,360,34,1,
284,거창,2021-12-07 16:00,13,,3.1,20,39,1,
284,거창,2021-12-07 17:00,11.2,,3.3,360,45,.8,
284,거창,2021-12-07 18:00,8.9,,1.5,340,52,0,
284,거창,2021-12-07 19:00,7.1,,1.2,320,60,,
284,거창,2021-12-07 20:00,4.8,,.7,250,68,,
284,거창,2021-12-07 21:00,3.8,,1.3,270,72,,
284,거창,2021-12-07 22:00,1.7,,1.6,230,76,,
284,거창,2021-12-07 23:00,2.6,,.8,320,80,,
284,거창,2021-12-08 00:00,.6,,.4,0,86,,
284,거창,2021-12-08 01:00,1.1,,.2,0,90,,
284,거창,2021-12-08 02:00,.3,,.4,0,90,,
284,거창,2021-12-08 03:00,-.6,,.2,0,94,,
284,거창,2021-12-08 04:00,-1.4,,.1,0,96,,
284,거창,2021-12-08 05:00,-1.6,,.1,0,97,,
284,거창,2021-12-08 06:00,-2.1,,0,0,98,,
284,거창,2021-12-08 07:00,-3,,.2,0,97,,
284,거창,2021-12-08 08:00,-2.7,,.7,140,98,.1,
284,거창,2021-12-08 09:00,-.4,,0,0,92,1,
284,거창,2021-12-08 10:00,2.9,,.2,0,80,1,
284,거창,2021-12-08 11:00,6.5,,.5,360,72,.9,
284,거창,2021-12-08 12:00,9.3,,.7,360,56,1,
284,거창,2021-12-08 13:00,11.6,,1,250,47,1,
284,거창,2021-12-08 14:00,13,,.7,70,44,1,
284,거창,2021-12-08 15:00,13,,1.4,160,40,1,
284,거창,2021-12-08 16:00,12.9,,1.2,160,41,1,
284,거창,2021-12-08 17:00,10.4,,2.5,140,48,.8,
284,거창,2021-12-08 18:00,6.1,,1.8,270,66,0,
284,거창,2021-12-08 19:00,4.8,,1.7,290,72,,
284,거창,2021-12-08 20:00,3.2,,.7,290,78,,
284,거창,2021-12-08 21:00,2.7,,1,340,80,,
284,거창,2021-12-08 22:00,1.1,,.3,0,86,,
284,거창,2021-12-08 23:00,-.1,,.4,0,90,,
284,거창,2021-12-09 00:00,0,,.1,0,90,,
284,거창,2021-12-09 01:00,-1.2,,.2,0,92,,
284,거창,2021-12-09 02:00,-.6,,.5,290,89,,
284,거창,2021-12-09 03:00,-1.2,,.5,320,92,,
284,거창,2021-12-09 04:00,-2.1,,.4,0,94,,
284,거창,2021-12-09 05:00,-2.7,,.2,0,95,,
284,거창,2021-12-09 06:00,-2.9,,.3,0,97,,
284,거창,2021-12-09 07:00,-3.6,,.1,0,96,,
284,거창,2021-12-09 08:00,-3,,.2,0,96,0,
284,거창,2021-12-09 09:00,-1.5,,.3,0,93,.5,
284,거창,2021-12-09 10:00,1.4,,.1,0,82,.6,
284,거창,2021-12-09 11:00,4.2,,.5,20,73,.6,
284,거창,2021-12-09 12:00,6.9,,.3,0,63,.8,
284,거창,2021-12-09 13:00,8.9,,.3,0,59,.2,
284,거창,2021-12-09 14:00,10.4,,.4,0,58,.1,
284,거창,2021-12-09 15:00,10.8,,.3,0,58,0,
284,거창,2021-12-09 16:00,10.8,,.4,0,60,0,
284,거창,2021-12-09 17:00,10,,.8,140,65,0,
284,거창,2021-12-09 18:00,8.1,,1.4,270,77,0,
284,거창,2021-12-09 19:00,7,,.6,230,79,,
284,거창,2021-12-09 20:00,6.4,,.8,270,82,,
284,거창,2021-12-09 21:00,5.2,,1.2,250,86,,
284,거창,2021-12-09 22:00,4.7,,1.1,340,89,,
284,거창,2021-12-09 23:00,3.9,,.2,0,93,,
284,거창,2021-12-10 00:00,2.4,,.8,290,95,,
284,거창,2021-12-10 01:00,2.1,,.1,0,98,,
284,거창,2021-12-10 02:00,2.3,,.4,0,99,,
284,거창,2021-12-10 03:00,1,,.1,0,99,,
284,거창,2021-12-10 04:00,1.3,,.2,0,99,,
284,거창,2021-12-10 05:00,1.4,,.4,0,99,,
284,거창,2021-12-10 06:00,1.1,,.1,0,99,,
284,거창,2021-12-10 07:00,1.1,,0,0,99,,
284,거창,2021-12-10 08:00,1.8,,.2,0,99,0,
284,거창,2021-12-10 09:00,2.8,,0,0,95,0,
284,거창,2021-12-10 10:00,5,,.7,360,88,.5,
284,거창,2021-12-10 11:00,6.8,,.3,0,79,.3,
284,거창,2021-12-10 12:00,7.8,0,0,0,77,0,
284,거창,2021-12-10 13:00,10.1,,.4,0,68,.3,
284,거창,2021-12-10 14:00,11.6,,1.4,340,65,.6,
284,거창,2021-12-10 15:00,14.3,,1.6,250,56,.3,
284,거창,2021-12-10 16:00,12.7,,2.5,250,62,.1,
284,거창,2021-12-10 17:00,12.4,,2.6,290,61,0,
284,거창,2021-12-10 18:00,9.8,,2.4,250,65,0,
284,거창,2021-12-10 19:00,9.7,,2.3,250,65,,
284,거창,2021-12-10 20:00,7.2,,2.4,250,75,,
284,거창,2021-12-10 21:00,5.1,,.9,340,83,,
284,거창,2021-12-10 22:00,4.1,,1,20,88,,
284,거창,2021-12-10 23:00,2.6,,1.3,160,94,,
284,거창,2021-12-11 00:00,1.3,,.6,90,94,,
284,거창,2021-12-11 01:00,1.9,,1.3,320,95,,
284,거창,2021-12-11 02:00,1.9,,1.5,270,97,,
284,거창,2021-12-11 03:00,.5,,.4,0,98,,
284,거창,2021-12-11 04:00,.4,,0,0,99,,
284,거창,2021-12-11 05:00,0,,.9,290,99,,
284,거창,2021-12-11 06:00,-.5,,.2,0,99,,
284,거창,2021-12-11 07:00,-.9,,.2,0,99,,
284,거창,2021-12-11 08:00,-2,,.6,140,99,0,
284,거창,2021-12-11 09:00,-.5,,0,0,99,0,
284,거창,2021-12-11 10:00,.9,,.8,110,99,0,
284,거창,2021-12-11 11:00,3.4,,.2,0,99,.3,
284,거창,2021-12-11 12:00,8,,.4,0,80,1,
284,거창,2021-12-11 13:00,10.1,,.4,0,63,.7,
284,거창,2021-12-11 14:00,12,,.5,90,52,.9,
284,거창,2021-12-11 15:00,12.9,,.3,0,50,.9,
284,거창,2021-12-11 16:00,12.8,,1,320,50,.7,
284,거창,2021-12-11 17:00,11.3,,.8,290,61,.5,
284,거창,2021-12-11 18:00,9.7,,.9,230,65,0,
284,거창,2021-12-11 19:00,8.8,,.3,0,66,,
284,거창,2021-12-11 20:00,6.6,,.9,250,78,,
284,거창,2021-12-11 21:00,5.9,,.1,0,83,,
284,거창,2021-12-11 22:00,5.8,,.5,320,84,,
284,거창,2021-12-11 23:00,5.2,,.5,290,86,,
284,거창,2021-12-12 00:00,5.1,,.5,20,84,,
284,거창,2021-12-12 01:00,4.1,,0,0,88,,
284,거창,2021-12-12 02:00,3.8,,.9,340,90,,
284,거창,2021-12-12 03:00,3.8,,.9,320,89,,
284,거창,2021-12-12 04:00,2.6,,1,320,93,,
284,거창,2021-12-12 05:00,3.2,,2.1,320,88,,
284,거창,2021-12-12 06:00,3.1,,3,270,84,,
284,거창,2021-12-12 07:00,2.5,,2.3,250,86,,
284,거창,2021-12-12 08:00,2.8,,2,270,85,0,
284,거창,2021-12-12 09:00,5.2,,2.2,340,71,.3,
284,거창,2021-12-12 10:00,5.6,,1,200,74,0,
284,거창,2021-12-12 11:00,9.6,,3.1,340,56,.5,
284,거창,2021-12-12 12:00,10.4,,2.5,340,47,.9,
284,거창,2021-12-12 13:00,10.2,,5.6,340,46,.8,
284,거창,2021-12-12 14:00,9.9,,5.1,320,42,1,
284,거창,2021-12-12 15:00,9.2,,4.4,250,43,1,
284,거창,2021-12-12 16:00,7.3,,3.9,290,43,.3,
284,거창,2021-12-12 17:00,5.9,,3,320,48,.3,
284,거창,2021-12-12 18:00,4.5,,5,290,48,0,
284,거창,2021-12-12 19:00,2.8,,3.4,290,53,,
284,거창,2021-12-12 20:00,1.3,,.6,290,57,,
284,거창,2021-12-12 21:00,.6,,3.4,290,53,,
284,거창,2021-12-12 22:00,-.1,,.6,270,56,,
284,거창,2021-12-12 23:00,-1.5,,1.7,250,53,,
284,거창,2021-12-13 00:00,-2.5,,.5,200,57,,
284,거창,2021-12-13 01:00,-2.5,,.4,0,58,,
284,거창,2021-12-13 02:00,-4.1,,1.6,270,68,,
284,거창,2021-12-13 03:00,-5.1,,1.8,250,72,,
284,거창,2021-12-13 04:00,-4.9,,1.5,270,70,,
284,거창,2021-12-13 05:00,-5.9,,1.6,250,76,,
284,거창,2021-12-13 06:00,-6.4,,1.3,270,75,,
284,거창,2021-12-13 07:00,-7.1,,1.5,250,78,,
284,거창,2021-12-13 08:00,-6.4,,.9,250,75,.2,
284,거창,2021-12-13 09:00,-2.6,,1.5,200,53,1,
284,거창,2021-12-13 10:00,-.5,,1.5,230,41,1,
284,거창,2021-12-13 11:00,.9,,1.5,270,30,1,
284,거창,2021-12-13 12:00,3.5,,1.6,230,23,1,
284,거창,2021-12-13 13:00,4.7,,1.2,230,19,1,
284,거창,2021-12-13 14:00,5.2,,1.7,180,16,1,
284,거창,2021-12-13 15:00,5.7,,2.2,160,17,1,
284,거창,2021-12-13 16:00,5.4,,2.2,180,18,1,
284,거창,2021-12-13 17:00,2.7,,1.5,340,25,.9,
284,거창,2021-12-13 18:00,-.1,,1.7,270,36,0,
284,거창,2021-12-13 19:00,-1.2,,1.1,320,43,,
284,거창,2021-12-13 20:00,-2,,1.5,270,48,,
284,거창,2021-12-13 21:00,-3.2,,2.1,250,56,,
284,거창,2021-12-13 22:00,-3.7,,2.7,270,56,,
284,거창,2021-12-13 23:00,-4.1,,1.6,270,59,,
284,거창,2021-12-14 00:00,-4.6,,1,250,59,,
284,거창,2021-12-14 01:00,-4.7,,1.1,270,68,,
284,거창,2021-12-14 02:00,-5.7,,.3,0,70,,
284,거창,2021-12-14 03:00,-6.7,,.3,0,77,,
284,거창,2021-12-14 04:00,-7,,.3,0,80,,
284,거창,2021-12-14 05:00,-7.4,,.5,360,83,,
284,거창,2021-12-14 06:00,-7,,.3,0,82,,
284,거창,2021-12-14 07:00,-7.6,,.6,270,86,,
284,거창,2021-12-14 08:00,-7.5,,.2,0,85,.2,
284,거창,2021-12-14 09:00,-5.2,,.4,0,74,1,
284,거창,2021-12-14 10:00,-1.9,,.1,0,65,1,
284,거창,2021-12-14 11:00,1.1,,.6,20,58,1,
284,거창,2021-12-14 12:00,4.8,,1,110,50,1,
284,거창,2021-12-14 13:00,6.8,,2.7,340,46,.6,
284,거창,2021-12-14 14:00,8.1,,3.3,270,43,.9,
284,거창,2021-12-14 15:00,8.3,,2,320,41,1,
284,거창,2021-12-14 16:00,7.6,,2.7,250,48,.5,
284,거창,2021-12-14 17:00,6.5,,2.8,270,53,.5,
284,거창,2021-12-14 18:00,4.7,,2,230,59,0,
284,거창,2021-12-14 19:00,5.2,,2.3,230,59,,
284,거창,2021-12-14 20:00,1.7,,.4,0,72,,
284,거창,2021-12-14 21:00,4.3,,1.3,200,67,,
284,거창,2021-12-14 22:00,2.1,,.3,0,74,,
284,거창,2021-12-14 23:00,1,,1,360,78,,
284,거창,2021-12-15 00:00,0,,.5,320,85,,
284,거창,2021-12-15 01:00,-.7,,.4,0,87,,
284,거창,2021-12-15 02:00,-1.6,,0,0,92,,
284,거창,2021-12-15 03:00,-2.4,,.2,0,92,,
284,거창,2021-12-15 04:00,-3,,1,180,95,,
284,거창,2021-12-15 05:00,-2.2,,.1,0,94,,
284,거창,2021-12-15 06:00,-1.6,,.6,230,94,,
284,거창,2021-12-15 07:00,-1.7,,0,0,94,,
284,거창,2021-12-15 08:00,-1.9,,.3,0,94,0,
284,거창,2021-12-15 09:00,-.9,,.2,0,92,.1,
284,거창,2021-12-15 10:00,2.8,,.3,0,76,1,
284,거창,2021-12-15 11:00,7,,.4,0,67,1,
284,거창,2021-12-15 12:00,13.3,,3.5,200,44,1,
284,거창,2021-12-15 13:00,15,,2.1,230,39,1,
284,거창,2021-12-15 14:00,13.4,,4.3,270,41,.9,
284,거창,2021-12-15 15:00,13.4,,4.9,250,40,.8,
284,거창,2021-12-15 16:00,13.2,,2.5,290,42,1,
284,거창,2021-12-15 17:00,12,,2.9,230,46,.7,
284,거창,2021-12-15 18:00,8.4,,3.3,250,63,0,
284,거창,2021-12-15 19:00,6.7,,1.9,250,72,,
284,거창,2021-12-15 20:00,6.3,,.2,0,76,,
284,거창,2021-12-15 21:00,3.3,,.3,0,84,,
284,거창,2021-12-15 22:00,2.7,,.4,0,90,,
284,거창,2021-12-15 23:00,1.5,,.3,0,93,,
284,거창,2021-12-16 00:00,1.2,,.5,320,93,,
284,거창,2021-12-16 01:00,-.1,,.2,0,95,,
284,거창,2021-12-16 02:00,.5,,.4,0,95,,
284,거창,2021-12-16 03:00,.1,,.1,0,95,,
284,거창,2021-12-16 04:00,.7,,.3,0,96,,
284,거창,2021-12-16 05:00,.7,,.6,180,96,,
284,거창,2021-12-16 06:00,1.1,,1.2,230,95,,
284,거창,2021-12-16 07:00,1.4,,.5,290,94,,
284,거창,2021-12-16 08:00,1.8,,.3,0,93,0,
284,거창,2021-12-16 09:00,2.4,0,.4,0,93,0,
284,거창,2021-12-16 10:00,3.2,,.9,180,93,0,
284,거창,2021-12-16 11:00,4.4,,.9,20,91,0,
284,거창,2021-12-16 12:00,6.1,0,.2,0,85,0,
284,거창,2021-12-16 13:00,7.4,,.7,360,82,0,
284,거창,2021-12-16 14:00,8.4,,.7,20,74,0,
284,거창,2021-12-16 15:00,10.3,,.6,160,68,.6,
284,거창,2021-12-16 16:00,10,,.2,0,69,.1,
284,거창,2021-12-16 17:00,9.1,,1.4,270,77,0,
284,거창,2021-12-16 18:00,7.2,,2.2,270,73,0,
284,거창,2021-12-16 19:00,5.5,,.9,230,78,,
284,거창,2021-12-16 20:00,4.8,,.8,200,84,,
284,거창,2021-12-16 21:00,4.3,,1.8,270,79,,
284,거창,2021-12-16 22:00,1.8,,.7,250,83,,
284,거창,2021-12-16 23:00,1.4,,1.4,50,88,,
284,거창,2021-12-17 00:00,1.1,,.4,0,87,,
284,거창,2021-12-17 01:00,1.9,,.9,360,85,,
284,거창,2021-12-17 02:00,2.6,,.5,20,78,,
284,거창,2021-12-17 03:00,6.9,0,3,290,63,,
284,거창,2021-12-17 04:00,5.8,,3.8,290,56,,
284,거창,2021-12-17 05:00,4.5,,4,290,52,,
284,거창,2021-12-17 06:00,3.6,,4.5,290,54,,
284,거창,2021-12-17 07:00,1.8,,4.3,320,50,,
284,거창,2021-12-17 08:00,.9,,3.6,320,45,0,
284,거창,2021-12-17 09:00,.7,,6.3,320,36,1,
284,거창,2021-12-17 10:00,1,,4.7,320,30,1,
284,거창,2021-12-17 11:00,.2,,6.2,320,32,.9,
284,거창,2021-12-17 12:00,-.1,,7.4,320,28,.8,
284,거창,2021-12-17 13:00,-1,,6.4,320,43,.5,
284,거창,2021-12-17 14:00,.9,,6.3,320,31,1,
284,거창,2021-12-17 15:00,-.7,,5,290,39,.7,
284,거창,2021-12-17 16:00,-1.9,,4.4,320,43,.2,
284,거창,2021-12-17 17:00,-3,,3.5,340,47,0,
284,거창,2021-12-17 18:00,-3.6,0,3,340,49,0,
284,거창,2021-12-17 19:00,-3.9,,3.9,340,49,,
284,거창,2021-12-17 20:00,-4.7,,3.2,320,51,,
284,거창,2021-12-17 21:00,-5.2,0,3.3,320,46,,
284,거창,2021-12-17 22:00,-5.9,,1.8,270,48,,
284,거창,2021-12-17 23:00,-6.4,,1.2,290,49,,
284,거창,2021-12-18 00:00,-6.5,,4.3,340,47,,
284,거창,2021-12-18 01:00,-7.3,,3,360,53,,
284,거창,2021-12-18 02:00,-7.7,,1.3,360,48,,
284,거창,2021-12-18 03:00,-9.2,,1.3,270,60,,
284,거창,2021-12-18 04:00,-9.1,,.8,230,59,,
284,거창,2021-12-18 05:00,-9.1,,1,250,54,,
284,거창,2021-12-18 06:00,-9.8,,1.9,230,57,,
284,거창,2021-12-18 07:00,-9.9,,1.1,230,56,,
284,거창,2021-12-18 08:00,-9.5,,.3,0,52,.2,
284,거창,2021-12-18 09:00,-7.1,,.6,50,44,1,
284,거창,2021-12-18 10:00,-4.8,,1.2,230,31,1,
284,거창,2021-12-18 11:00,-3.4,,2,180,24,1,
284,거창,2021-12-18 12:00,-1.3,,1.8,160,22,1,
284,거창,2021-12-18 13:00,.8,,1.6,50,23,1,
284,거창,2021-12-18 14:00,2.1,,4,320,32,1,
284,거창,2021-12-18 15:00,2.2,,3.7,290,35,1,
284,거창,2021-12-18 16:00,1.2,,2.8,290,41,.9,
284,거창,2021-12-18 17:00,1,,2.7,270,49,0,
284,거창,2021-12-18 18:00,.1,,1.6,250,55,0,
284,거창,2021-12-18 19:00,-.2,,2.1,250,57,,
284,거창,2021-12-18 20:00,-.3,,2.8,250,59,,
284,거창,2021-12-18 21:00,-1.1,0,.6,180,71,,
284,거창,2021-12-18 22:00,-.9,,2.3,250,81,,
284,거창,2021-12-18 23:00,-.2,,2.1,250,80,,
284,거창,2021-12-19 00:00,-.2,0,1.2,250,80,,
284,거창,2021-12-19 01:00,.4,,3.1,230,78,,
284,거창,2021-12-19 02:00,.4,,3.3,200,80,,
284,거창,2021-12-19 03:00,.8,0,2.5,200,73,,
284,거창,2021-12-19 04:00,1.2,,3.1,200,71,,
284,거창,2021-12-19 05:00,2.4,,2.4,270,62,,
284,거창,2021-12-19 06:00,1,0,2.6,290,84,,
284,거창,2021-12-19 07:00,1.9,,3.4,290,63,,
284,거창,2021-12-19 08:00,1.8,,4,320,54,0,
284,거창,2021-12-19 09:00,2.1,0,3.6,340,52,.5,
284,거창,2021-12-19 10:00,2.1,,4.7,320,50,1,
284,거창,2021-12-19 11:00,3.7,,2.9,290,43,1,
284,거창,2021-12-19 12:00,4.5,,2.4,290,45,1,
284,거창,2021-12-19 13:00,4.3,,3.9,320,41,1,
284,거창,2021-12-19 14:00,5.1,,3.9,290,37,1,
284,거창,2021-12-19 15:00,4.7,,4,320,35,1,
284,거창,2021-12-19 16:00,4.4,,2.9,290,36,1,
284,거창,2021-12-19 17:00,2.8,,1.3,270,45,.7,
284,거창,2021-12-19 18:00,2.7,,2.6,270,50,0,
284,거창,2021-12-19 19:00,2,,1.8,230,54,,
284,거창,2021-12-19 20:00,.4,,1.6,200,61,,
284,거창,2021-12-19 21:00,1,,2.6,180,60,,
284,거창,2021-12-19 22:00,-1.3,,1,320,68,,
284,거창,2021-12-19 23:00,-2.1,,.6,360,76,,
284,거창,2021-12-20 00:00,-3.5,,0,0,80,,
284,거창,2021-12-20 01:00,-3.9,,.4,0,82,,
284,거창,2021-12-20 02:00,-3.8,,.2,0,81,,
284,거창,2021-12-20 03:00,-3.2,,.2,0,83,,
284,거창,2021-12-20 04:00,-3.2,,.5,20,83,,
284,거창,2021-12-20 05:00,-2.5,,.4,0,84,,
284,거창,2021-12-20 06:00,-2.4,,.5,50,82,,
284,거창,2021-12-20 07:00,-2.9,,.2,0,85,,
284,거창,2021-12-20 08:00,-2,,.2,0,83,0,
284,거창,2021-12-20 09:00,.1,,.3,0,75,.2,
284,거창,2021-12-20 10:00,4,,.8,360,65,1,
284,거창,2021-12-20 11:00,8.6,,2.3,180,53,.8,
284,거창,2021-12-20 12:00,9.3,,3.1,230,50,.2,
284,거창,2021-12-20 13:00,10.1,,3.6,250,49,.8,
284,거창,2021-12-20 14:00,9.7,,4.5,230,48,.8,
284,거창,2021-12-20 15:00,10.5,,1.7,250,46,.6,
284,거창,2021-12-20 16:00,10,,2.1,250,47,1,
284,거창,2021-12-20 17:00,9.2,,2.3,200,51,.1,
284,거창,2021-12-20 18:00,7.6,,1.3,230,57,0,
284,거창,2021-12-20 19:00,6.6,,1.1,200,61,,
284,거창,2021-12-20 20:00,3.8,,.6,320,73,,
284,거창,2021-12-20 21:00,3.4,,.6,360,75,,
284,거창,2021-12-20 22:00,1.7,,.3,0,81,,
284,거창,2021-12-20 23:00,1.9,,.5,340,81,,
284,거창,2021-12-21 00:00,1.7,,.6,340,79,,
284,거창,2021-12-21 01:00,0,,.8,50,88,,
284,거창,2021-12-21 02:00,-.4,,.4,0,91,,
284,거창,2021-12-21 03:00,-.6,,.7,340,90,,
284,거창,2021-12-21 04:00,-1.1,,.8,360,90,,
284,거창,2021-12-21 05:00,-1.2,,.7,320,93,,
284,거창,2021-12-21 06:00,-2.2,,.2,0,95,,
284,거창,2021-12-21 07:00,-2.3,,.2,0,96,,
284,거창,2021-12-21 08:00,-3.1,,.3,0,96,0,
284,거창,2021-12-21 09:00,-.8,,.4,0,92,.7,
284,거창,2021-12-21 10:00,2.2,,.1,0,80,1,
284,거창,2021-12-21 11:00,6.2,,.4,0,70,1,
284,거창,2021-12-21 12:00,11.3,,.4,0,56,1,
284,거창,2021-12-21 13:00,13.4,,3.5,290,37,1,
284,거창,2021-12-21 14:00,13.6,,4,290,35,1,
284,거창,2021-12-21 15:00,13.1,,3.4,320,37,1,
284,거창,2021-12-21 16:00,12.5,,2.7,320,35,1,
284,거창,2021-12-21 17:00,11.1,,3.4,290,37,.8,
284,거창,2021-12-21 18:00,9.2,,2.6,290,45,0,
284,거창,2021-12-21 19:00,5.7,,.3,0,57,,
284,거창,2021-12-21 20:00,4.9,,.8,250,60,,
284,거창,2021-12-21 21:00,3.2,,.1,0,68,,
284,거창,2021-12-21 22:00,2,,.6,320,72,,
284,거창,2021-12-21 23:00,0,,.2,0,80,,
284,거창,2021-12-22 00:00,.3,,1.3,320,84,,
284,거창,2021-12-22 01:00,-1,,.4,0,87,,
284,거창,2021-12-22 02:00,-2.4,,.1,0,92,,
284,거창,2021-12-22 03:00,-2.7,,.4,0,94,,
284,거창,2021-12-22 04:00,-2.6,,1.1,340,93,,
284,거창,2021-12-22 05:00,-2.8,,.9,320,95,,
284,거창,2021-12-22 06:00,-3.7,,0,0,96,,
284,거창,2021-12-22 07:00,-4.4,,.3,0,95,,
284,거창,2021-12-22 08:00,-4.5,,0,0,96,0,
284,거창,2021-12-22 09:00,-2.3,,.1,0,89,1,
284,거창,2021-12-22 10:00,.7,,0,0,81,1,
284,거창,2021-12-22 11:00,5.4,,.3,0,59,1,
284,거창,2021-12-22 12:00,10.3,,.4,0,35,1,
284,거창,2021-12-22 13:00,12,,.9,140,22,1,
284,거창,2021-12-22 14:00,12.8,,.6,20,19,1,
284,거창,2021-12-22 15:00,12.7,,2.2,20,17,1,
284,거창,2021-12-22 16:00,11.8,,2.4,360,18,1,
284,거창,2021-12-22 17:00,9.1,,2.6,340,22,.8,
284,거창,2021-12-22 18:00,6.4,,1.3,20,29,0,
284,거창,2021-12-22 19:00,4.2,,1.2,290,41,,
284,거창,2021-12-22 20:00,2.8,,.5,290,44,,
284,거창,2021-12-22 21:00,1.9,,.6,290,47,,
284,거창,2021-12-22 22:00,-.6,,.7,360,56,,
284,거창,2021-12-22 23:00,-1,,1.3,340,57,,
284,거창,2021-12-23 00:00,-1.6,,.3,0,63,,
284,거창,2021-12-23 01:00,-3,,.2,0,68,,
284,거창,2021-12-23 02:00,-3.1,,.3,0,67,,
284,거창,2021-12-23 03:00,-3.7,,.4,0,72,,
284,거창,2021-12-23 04:00,-4.4,,.6,320,76,,
284,거창,2021-12-23 05:00,-4.9,,.5,360,79,,
284,거창,2021-12-23 06:00,-5.3,,.2,0,79,,
284,거창,2021-12-23 07:00,-5.8,,.2,0,83,,
284,거창,2021-12-23 08:00,-6.8,,.1,0,85,0,
284,거창,2021-12-23 09:00,-3.7,,.1,0,72,.9,
284,거창,2021-12-23 10:00,-1,,.2,0,62,1,
284,거창,2021-12-23 11:00,2.1,,.6,50,51,1,
284,거창,2021-12-23 12:00,6.4,,.5,140,38,1,
284,거창,2021-12-23 13:00,10.2,,.5,340,28,1,
284,거창,2021-12-23 14:00,10.9,,.6,360,28,1,
284,거창,2021-12-23 15:00,10.6,,.9,20,28,1,
284,거창,2021-12-23 16:00,10.4,,1.2,360,31,1,
284,거창,2021-12-23 17:00,6.7,,1.1,290,46,.8,
284,거창,2021-12-23 18:00,4.6,,1.2,270,51,0,
284,거창,2021-12-23 19:00,2.4,,.4,0,59,,
284,거창,2021-12-23 20:00,1.3,,1.7,270,63,,
284,거창,2021-12-23 21:00,.8,,.2,0,68,,
284,거창,2021-12-23 22:00,.5,,.8,290,70,,
284,거창,2021-12-23 23:00,-.5,,0,0,73,,
284,거창,2021-12-24 00:00,-1.5,,.3,0,75,,
284,거창,2021-12-24 01:00,-1.7,,.1,0,80,,
284,거창,2021-12-24 02:00,-2.7,,.6,230,81,,
284,거창,2021-12-24 03:00,-3.2,,.2,0,83,,
284,거창,2021-12-24 04:00,-3,,.1,0,85,,
284,거창,2021-12-24 05:00,-3.6,,.9,340,86,,
284,거창,2021-12-24 06:00,-4,,.1,0,90,,
284,거창,2021-12-24 07:00,-3.9,,0,0,89,,
284,거창,2021-12-24 08:00,-3.7,,0,0,88,0,
284,거창,2021-12-24 09:00,-1.8,,.6,340,82,.3,
284,거창,2021-12-24 10:00,.8,,.1,0,71,.8,
284,거창,2021-12-24 11:00,2.9,,.3,0,61,.8,
284,거창,2021-12-24 12:00,5.5,,.7,70,53,.3,
284,거창,2021-12-24 13:00,6.9,,.4,0,48,.4,
284,거창,2021-12-24 14:00,9.3,,.5,180,42,.5,
284,거창,2021-12-24 15:00,9.8,,3.3,340,42,.2,
284,거창,2021-12-24 16:00,9.7,,2.7,340,43,.4,
284,거창,2021-12-24 17:00,8.7,,2.4,320,47,.3,
284,거창,2021-12-24 18:00,7.3,,2.3,270,57,0,
284,거창,2021-12-24 19:00,6.4,,3.5,320,62,,
284,거창,2021-12-24 20:00,5.3,,3.7,270,66,,
284,거창,2021-12-24 21:00,3.9,,2.2,320,65,,
284,거창,2021-12-24 22:00,3.1,,2,290,66,,
284,거창,2021-12-24 23:00,1.8,,4.7,270,64,,
284,거창,2021-12-25 00:00,.6,,5.5,270,56,,
284,거창,2021-12-25 01:00,-.9,,4.9,270,57,,
284,거창,2021-12-25 02:00,-2.1,,5.3,250,59,,
284,거창,2021-12-25 03:00,-2.8,,5.1,270,58,,
284,거창,2021-12-25 08:00,-6.5,,.5,140,51,,
284,거창,2021-12-25 10:00,-4.3,,3.1,20,36,,
284,거창,2021-12-25 11:00,-3.5,,4.2,320,25,.9,
284,거창,2021-12-25 12:00,-3.5,,4.3,290,24,.9,
284,거창,2021-12-25 13:00,-3,,4.5,290,21,.9,
284,거창,2021-12-25 14:00,-2.8,,4.6,290,21,.9,
284,거창,2021-12-25 15:00,-3.1,,4.8,320,24,.8,
284,거창,2021-12-25 16:00,-4.3,,5,320,29,.9,
284,거창,2021-12-25 17:00,-5.3,,4.5,320,30,.8,
284,거창,2021-12-25 18:00,-6,,4.3,320,29,0,
284,거창,2021-12-25 19:00,-6.9,,3.7,320,37,,
284,거창,2021-12-25 20:00,-7.4,,4.1,320,43,,
284,거창,2021-12-25 21:00,-8.1,,3,320,46,,
